対象年,都道府県,市区町村,警察署等コード,本票番号,事故内容,死者数,負傷者数,発生日時,発生年,発生月,発生日,発生時,発生分,曜日,祝日,昼夜,天候,地形,路面状態,道路形状,信号機,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,当事者A 種別,当事者B 種別,当事者A 用途,当事者B 用途,当事者A 車両形状,当事者B 車両形状,当事者A 年齢,当事者B 年齢,当事者A 人身損傷程度,当事者B 人身損傷程度,当事者A 一時停止規制標識,当事者B 一時停止規制標識,当事者A 速度規制,当事者B 速度規制,当事者A 車両損壊程度,当事者B 車両損壊程度,当事者A エアバッグ,当事者B エアバッグ,緯度,経度
2021,和歌山,田辺市,110,0046,負傷,0,1,2021/04/07 10:47,2021,4,7,10,47,水,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－3.5m以上,直線－上り,単路（交差点付近を含む）,規制なし,中央分離なし,区分なし,人対車両,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,55～64歳,0～24歳,損傷なし,負傷,対象外当事者,対象外当事者,30㎞／ｈ以下,対象外当事者,小破,対象外当事者,その他,対象外当事者,33.7319864,135.3889844
2021,和歌山,みなべ町,110,0047,負傷,0,1,2021/04/03 11:40,2021,4,3,11,40,土,その他,昼－昼,曇,非市街地,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,貨物車－軽自動車,二輪車－自動二輪－小型二輪－751ｃｃ以上,自家用,自家用,貨物車,対象外当事者,25～34歳,25～34歳,損傷なし,負傷,規制なし,規制なし,40㎞／ｈ以下,40㎞／ｈ以下,小破,小破,その他,対象外当事者,33.7940258,135.3356167
2021,和歌山,田辺市,110,0048,負傷,0,1,2021/03/31 09:29,2021,3,31,9,29,水,その他,昼－昼,晴,市街地－その他,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,貨物車－準中型車,二輪車－一般原付自転車,自家用,自家用,貨物車,対象外当事者,0～24歳,75歳以上,損傷なし,負傷,規制なし,標準－反射式,50㎞／ｈ以下,指定の速度規制なし等,小破,中破,その他,対象外当事者,33.7443806,135.3750797
2021,和歌山,田辺市,110,0049,負傷,0,1,2021/04/25 06:45,2021,4,25,6,45,日,その他,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,貨物車－軽自動車,二輪車－自動二輪－原付二種－51～125cc,自家用,自家用,貨物車,対象外当事者,65～74歳,45～54歳,損傷なし,負傷,規制なし,規制なし,40㎞／ｈ以下,40㎞／ｈ以下,損壊なし,小破,その他,対象外当事者,33.8009992,135.3646044
2021,和歌山,田辺市,110,0050,負傷,0,1,2021/02/07 02:47,2021,2,7,2,47,日,その他,夜－夜,晴,市街地－人口集中,舗装－乾燥,交差点－その他,点滅－３灯式,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,0～24歳,35～44歳,損傷なし,負傷,規制なし,規制なし,30㎞／ｈ以下,30㎞／ｈ以下,大破,大破,その他,その他,33.7326942,135.3836731
2021,和歌山,串本町,111,0009,負傷,0,1,2021/03/26 18:20,2021,3,26,18,20,金,その他,夜－暮,晴,市街地－その他,舗装－乾燥,交差点付近－その他,施設なし,単路－3.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,0～24歳,65～74歳,負傷,損傷なし,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,33.4795283,135.78595
2021,和歌山,串本町,111,0010,負傷,0,1,2021/03/14 16:25,2021,3,14,16,25,日,その他,昼－昼,晴,非市街地,舗装－乾燥,交差点付近－その他,施設なし,単路－5.5m以上,直線－下り,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,貨物車－準中型車,貨物車－普通車,自家用,自家用,貨物車,貨物車,45～54歳,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,中破,その他,その他,33.4971119,135.6617742
2021,和歌山,すさみ町,111,0011,負傷,0,1,2021/04/10 14:00,2021,4,10,14,0,土,その他,昼－昼,晴,非市街地,舗装－乾燥,単路－カーブ・屈折,施設なし,単路－3.5m未満,カーブ・屈折－左－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分なし,車両相互,乗用車－軽自動車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,55～64歳,75歳以上,負傷,損傷なし,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,中破,中破,装備あり 作動,装備あり 作動,33.5968806,135.6292911
2021,和歌山,串本町,111,0012,負傷,0,1,2021/03/02 07:40,2021,3,2,7,40,火,その他,昼－昼,雨,市街地－その他,舗装－湿潤,交差点付近－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,二輪車－自動二輪－原付二種－51～125cc,自家用,自家用,乗用車,対象外当事者,45～54歳,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,中破,大破,その他,対象外当事者,33.4728197,135.7818897
2021,和歌山,那智勝浦町,112,0021,負傷,0,1,2021/01/18 09:45,2021,1,18,9,45,月,その他,昼－昼,晴,市街地－その他,舗装－乾燥,交差点付近－その他,施設なし,単路－3.5m未満,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分なし,車両相互,貨物車－軽自動車,二輪車－一般原付自転車,自家用,自家用,貨物車,対象外当事者,55～64歳,65～74歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,対象外当事者,33.6313756,135.9439425
2021,和歌山,白浜町,113,0011,負傷,0,1,2021/03/22 13:20,2021,3,22,13,20,月,その他,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,施設なし,単路－5.5m以上,直線－上り,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両単独,乗用車－軽自動車,物件等,自家用,対象外当事者,乗用車,対象外当事者,55～64歳,不明,負傷,対象外当事者,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,大破,対象外当事者,装備あり 作動,対象外当事者,33.6124267,135.3931828
2021,和歌山,白浜町,113,0012,負傷,0,1,2021/04/15 17:23,2021,4,15,17,23,木,その他,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－路側帯,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,65～74歳,55～64歳,損傷なし,負傷,標準－反射式,規制なし,30㎞／ｈ以下,30㎞／ｈ以下,小破,小破,その他,その他,33.6683664,135.40199
2021,和歌山,和歌山市,114,0034,負傷,0,1,2021/03/25 07:25,2021,3,25,7,25,木,その他,昼－昼,曇,市街地－人口集中,舗装－乾燥,交差点付近－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,35～44歳,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,40㎞／ｈ以下,40㎞／ｈ以下,小破,小破,その他,その他,34.2499992,135.1295047
2021,和歌山,和歌山市,114,0036,負傷,0,3,2021/03/17 09:25,2021,3,17,9,25,水,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,0～24歳,65～74歳,損傷なし,損傷なし,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,中破,中破,その他,その他,34.2540922,135.1468039
2021,和歌山,和歌山市,114,0037,負傷,0,1,2021/03/30 22:15,2021,3,30,22,15,火,その他,夜－夜,晴,市街地－人口集中,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－大（13.0ｍ以上）－中,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,0～24歳,0～24歳,損傷なし,負傷,規制なし,規制なし,50㎞／ｈ以下,指定の速度規制なし等,中破,中破,その他,対象外当事者,34.2332322,135.1556156
2021,和歌山,和歌山市,114,0038,負傷,0,1,2021/04/05 08:19,2021,4,5,8,19,月,その他,昼－昼,曇,市街地－人口集中,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,75歳以上,0～24歳,損傷なし,負傷,規制なし,規制なし,50㎞／ｈ以下,30㎞／ｈ以下,小破,小破,その他,対象外当事者,34.2486217,135.1376028
2021,和歌山,和歌山市,114,0039,負傷,0,1,2021/03/29 06:45,2021,3,29,6,45,月,その他,昼－明,曇,市街地－人口集中,舗装－湿潤,交差点－その他,点灯－３灯式,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,人対車両,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,25～34歳,25～34歳,損傷なし,負傷,規制なし,対象外当事者,50㎞／ｈ以下,対象外当事者,小破,対象外当事者,その他,対象外当事者,34.2493972,135.1327481
2021,和歌山,和歌山市,114,0040,負傷,0,1,2021/03/29 12:10,2021,3,29,12,10,月,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点付近－その他,施設なし,単路－3.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分なし,車両相互,貨物車－軽自動車,二輪車－自動二輪－小型二輪－251～400cc,自家用,自家用,貨物車,対象外当事者,35～44歳,0～24歳,負傷,損傷なし,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,対象外当事者,34.2510111,135.1769383
2021,和歌山,和歌山市,114,0041,負傷,0,1,2021/03/24 11:55,2021,3,24,11,55,水,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,35～44歳,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,40㎞／ｈ以下,40㎞／ｈ以下,小破,小破,その他,その他,34.2535719,135.1785725
2021,和歌山,和歌山市,114,0042,負傷,0,1,2021/04/13 08:14,2021,4,13,8,14,火,その他,昼－昼,曇,市街地－人口集中,舗装－湿潤,交差点－その他,施設なし,交差点－小（5.5m未満）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分なし,車両相互,乗用車－軽自動車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,45～54歳,0～24歳,損傷なし,負傷,規制なし,規制なし,指定の速度規制なし等,対象外当事者,小破,中破,その他,対象外当事者,34.2637931,135.1896347
2021,和歌山,和歌山市,114,0043,負傷,0,1,2021/03/25 08:20,2021,3,25,8,20,木,その他,昼－昼,曇,市街地－人口集中,舗装－乾燥,交差点付近－その他,点灯－３灯式,単路－13.0m以上,直線－上り,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,65～74歳,25～34歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,30㎞／ｈ以下,小破,小破,その他,対象外当事者,34.2536558,135.14499
2021,和歌山,和歌山市,114,0044,負傷,0,1,2021/03/23 15:35,2021,3,23,15,35,火,その他,昼－昼,晴,市街地－その他,舗装－乾燥,交差点－その他,施設なし,交差点－小（5.5m未満）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分なし,車両相互,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,55～64歳,0～24歳,損傷なし,負傷,規制なし,規制なし,指定の速度規制なし等,対象外当事者,小破,小破,その他,対象外当事者,34.2511414,135.1357831
2021,和歌山,和歌山市,114,0045,負傷,0,1,2021/04/14 13:00,2021,4,14,13,0,水,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－カーブ・屈折,施設なし,単路－5.5m以上,カーブ・屈折－左－上り,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,35～44歳,35～44歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,中破,装備あり 作動,その他,34.2709203,135.1483717
2021,和歌山,和歌山市,114,0046,負傷,0,1,2021/04/22 12:06,2021,4,22,12,6,木,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,施設なし,交差点－小（5.5m未満）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,35～44歳,75歳以上,負傷,損傷なし,標準－反射式,標準－反射式,40㎞／ｈ以下,40㎞／ｈ以下,中破,小破,その他,その他,34.2479364,135.1386089
2021,和歌山,岩出市,059,0007,負傷,0,1,2021/03/27 19:10,2021,3,27,19,10,土,その他,夜－暮,晴,非市街地,舗装－乾燥,単路－その他,施設なし,単路－3.5m未満,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分なし,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,35～44歳,55～64歳,負傷,損傷なし,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,装備あり 作動,その他,34.2894458,135.3046247
2021,和歌山,橋本市,101,0023,負傷,0,1,2021/04/17 12:35,2021,4,17,12,35,土,その他,昼－昼,雨,非市街地,舗装－湿潤,交差点－その他,点灯－３灯式,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,貨物車－軽自動車,軽車両－自転車,自家用,対象外当事者,貨物車,対象外当事者,55～64歳,35～44歳,損傷なし,負傷,規制なし,規制なし,50㎞／ｈ以下,対象外当事者,小破,損壊なし,その他,対象外当事者,34.3291758,135.6485161
2021,和歌山,九度山町,101,0024,死亡,1,0,2021/05/09 13:30,2021,5,9,13,30,日,その他,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,施設なし,単路－3.5m未満,直線－下り,単路（交差点付近を含む）,規制なし,中央分離なし,区分なし,車両単独,特殊車－小型－農耕作業用,相手なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,35～44歳,不明,死亡,対象外当事者,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,小破,対象外当事者,対象外当事者,対象外当事者,34.295235,135.5444119
2021,和歌山,橋本市,101,0025,負傷,0,1,2021/03/12 15:55,2021,3,12,15,55,金,その他,昼－昼,雨,非市街地,舗装－湿潤,一般交通の場所,施設なし,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,人対車両,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,75歳以上,55～64歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,小破,対象外当事者,その他,対象外当事者,34.3313156,135.6496242
2021,和歌山,高野町,101,0026,負傷,0,1,2021/05/18 17:25,2021,5,18,17,25,火,その他,昼－昼,霧,非市街地,舗装－湿潤,単路－カーブ・屈折,施設なし,単路－3.5m以上,カーブ・屈折－右－下り,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,35～44歳,35～44歳,負傷,損傷なし,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2107367,135.5420586
2021,和歌山,かつらぎ町,102,0015,負傷,0,1,2021/05/10 11:21,2021,5,10,11,21,月,その他,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,0～24歳,55～64歳,負傷,損傷なし,規制なし,標準－反射式,50㎞／ｈ以下,指定の速度規制なし等,小破,小破,その他,その他,34.2960733,135.5212133
2021,和歌山,かつらぎ町,102,0016,負傷,0,2,2021/05/08 07:25,2021,5,8,7,25,土,その他,昼－昼,晴,非市街地,舗装－乾燥,単路－トンネル,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,貨物車－大型車,乗用車－軽自動車,自家用,自家用,貨物車,乗用車,45～54歳,0～24歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,損壊なし,小破,その他,その他,34.3250403,135.4811942
2021,和歌山,紀の川市,103,0053,負傷,0,1,2021/04/26 16:55,2021,4,26,16,55,月,その他,昼－昼,晴,非市街地,舗装－乾燥,交差点付近－その他,点灯－３灯式,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,貨物車－普通車,自家用,自家用,乗用車,貨物車,55～64歳,45～54歳,負傷,損傷なし,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,34.2182689,135.3317433
2021,和歌山,岩出市,103,0054,負傷,0,1,2021/04/28 21:45,2021,4,28,21,45,水,前日,夜－夜,雨,非市街地,舗装－湿潤,交差点付近－その他,点灯－３灯式,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,35～44歳,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2611775,135.3174567
2021,和歌山,岩出市,103,0055,負傷,0,1,2021/03/22 08:35,2021,3,22,8,35,月,その他,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－防護柵等,車両相互,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,25～34歳,35～44歳,損傷なし,負傷,規制なし,規制なし,40㎞／ｈ以下,40㎞／ｈ以下,小破,小破,その他,その他,34.2577647,135.3294347
2021,和歌山,岩出市,103,0056,負傷,0,1,2021/05/14 15:55,2021,5,14,15,55,金,その他,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,施設なし,単路－5.5m以上,直線－上り,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,0～24歳,55～64歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,34.2779494,135.2982181
2021,和歌山,紀の川市,103,0057,負傷,0,1,2021/05/09 22:25,2021,5,9,22,25,日,その他,夜－夜,晴,非市街地,舗装－乾燥,一般交通の場所,施設なし,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,車両相互,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,55～64歳,25～34歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2617517,135.3645453
2021,和歌山,紀の川市,103,0058,負傷,0,1,2021/05/10 15:20,2021,5,10,15,20,月,その他,昼－昼,晴,非市街地,舗装－乾燥,一般交通の場所,施設なし,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,車両相互,乗用車－軽自動車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,65～74歳,75歳以上,負傷,損傷なし,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2172164,135.3173675
2021,和歌山,岩出市,103,0059,負傷,0,1,2021/05/07 14:10,2021,5,7,14,10,金,その他,昼－昼,曇,非市街地,舗装－乾燥,一般交通の場所,施設なし,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,人対車両,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,75歳以上,55～64歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,小破,対象外当事者,その他,対象外当事者,34.2626622,135.3295189
2021,和歌山,紀の川市,103,0060,負傷,0,1,2021/04/29 10:45,2021,4,29,10,45,木,当日,昼－昼,雨,非市街地,舗装－湿潤,交差点－その他,施設なし,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,55～64歳,25～34歳,損傷なし,負傷,規制なし,規制なし,40㎞／ｈ以下,50㎞／ｈ以下,中破,中破,その他,その他,34.2359903,135.3346811
2021,和歌山,紀の川市,103,0061,負傷,0,1,2021/04/27 19:15,2021,4,27,19,15,火,その他,夜－暮,晴,非市街地,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,65～74歳,0～24歳,損傷なし,負傷,規制なし,規制なし,指定の速度規制なし等,対象外当事者,小破,小破,その他,対象外当事者,34.2073444,135.3085633
2021,和歌山,紀の川市,103,0062,負傷,0,1,2021/05/15 09:35,2021,5,15,9,35,土,その他,昼－昼,晴,非市街地,舗装－乾燥,一般交通の場所,施設なし,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,人対車両,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,35～44歳,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,小破,対象外当事者,その他,対象外当事者,34.2171033,135.3173261
2021,和歌山,岩出市,103,0063,負傷,0,1,2021/05/05 12:50,2021,5,5,12,50,水,当日,昼－昼,晴,非市街地,舗装－乾燥,交差点付近－その他,施設なし,単路－3.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分なし,車両単独,二輪車－一般原付自転車,相手なし,自家用,対象外当事者,対象外当事者,対象外当事者,0～24歳,不明,負傷,対象外当事者,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,小破,対象外当事者,対象外当事者,対象外当事者,34.2709828,135.3276661
2021,和歌山,岩出市,103,0064,負傷,0,1,2020/10/09 15:47,2020,10,9,15,47,金,その他,昼－昼,雨,非市街地,舗装－湿潤,交差点付近－その他,点灯－３灯式,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,65～74歳,75歳以上,負傷,損傷なし,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2600222,135.2987108
2021,和歌山,紀の川市,103,0065,負傷,0,1,2021/05/17 13:30,2021,5,17,13,30,月,その他,昼－昼,雨,非市街地,舗装－湿潤,交差点付近－その他,点灯－３灯式,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,35～44歳,45～54歳,負傷,損傷なし,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,34.2406067,135.3449772
2021,和歌山,和歌山市,104,0091,負傷,0,1,2021/04/11 09:20,2021,4,11,9,20,日,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－大（13.0ｍ以上）－小,直線－平坦,交差点内,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,75歳以上,75歳以上,損傷なし,負傷,規制なし,規制なし,50㎞／ｈ以下,50㎞／ｈ以下,中破,中破,装備あり 作動,装備あり 作動,34.2619256,135.2026658
2021,和歌山,和歌山市,104,0105,負傷,0,1,2021/04/30 19:10,2021,4,30,19,10,金,その他,夜－暮,晴,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,25～34歳,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,40㎞／ｈ以下,指定の速度規制なし等,小破,小破,その他,対象外当事者,34.2356822,135.1863811
2021,和歌山,和歌山市,104,0106,負傷,0,1,2021/04/01 17:15,2021,4,1,17,15,木,その他,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,75歳以上,0～24歳,損傷なし,負傷,規制なし,規制なし,指定の速度規制なし等,対象外当事者,小破,小破,その他,対象外当事者,34.2623303,135.2667431
2021,和歌山,和歌山市,104,0107,負傷,0,1,2021/04/26 15:40,2021,4,26,15,40,月,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－路側帯,車両相互,乗用車－軽自動車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,25～34歳,0～24歳,損傷なし,負傷,規制なし,標準－反射式,指定の速度規制なし等,対象外当事者,小破,小破,その他,対象外当事者,34.2519361,135.2047458
2021,和歌山,和歌山市,104,0108,負傷,0,1,2021/04/26 16:45,2021,4,26,16,45,月,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,点灯－３灯式,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,75歳以上,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,中破,その他,その他,34.2611314,135.2115167
