対象年,都道府県,市区町村,警察署等コード,本票番号,事故内容,死者数,負傷者数,発生日時,発生年,発生月,発生日,発生時,発生分,曜日,祝日,昼夜,天候,地形,路面状態,道路形状,信号機,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,当事者A 種別,当事者B 種別,当事者A 用途,当事者B 用途,当事者A 車両形状,当事者B 車両形状,当事者A 年齢,当事者B 年齢,当事者A 人身損傷程度,当事者B 人身損傷程度,当事者A 一時停止規制標識,当事者B 一時停止規制標識,当事者A 速度規制,当事者B 速度規制,当事者A 車両損壊程度,当事者B 車両損壊程度,当事者A エアバッグ,当事者B エアバッグ,緯度,経度
2024,和歌山,和歌山市,105,119,負傷,0,1,2024/09/14 11:15,2024,9,14,11,15,土,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,施設なし,交差点－小（5.5m未満）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,貨物車－軽自動車,二輪車－一般原付自転車,自家用,自家用,貨物車,対象外当事者,55～64歳,25～34歳,損傷なし,負傷,規制なし,規制なし,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,対象外当事者,34.2134894,135.1682953
2024,和歌山,海南市,106,42,負傷,0,1,2024/10/05 17:05,2024,10,5,17,5,土,その他,昼－暮,曇,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－防護柵等,車両相互,貨物車－普通車,乗用車－軽自動車,自家用,自家用,貨物車,乗用車,35～44歳,55～64歳,負傷,損傷なし,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,34.1588797,135.1983078
2024,和歌山,有田市,108,29,負傷,0,1,2024/09/04 09:40,2024,9,4,9,40,水,その他,昼－昼,晴,市街地－その他,舗装－乾燥,単路－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,25～34歳,55～64歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,中破,中破,装備あり 作動,装備あり 作動,34.0796706,135.1185669
2024,和歌山,広川町,108,30,負傷,0,1,2024/09/18 16:00,2024,9,18,16,0,水,その他,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,施設なし,単路－3.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分あり－路側帯,車両相互,貨物車－軽自動車,軽車両－自転車,事業用,自転車,貨物車,対象外当事者,35～44歳,0～24歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,小破,中破,その他,対象外当事者,34.0173678,135.1747647
2024,和歌山,有田川町,108,31,負傷,0,1,2024/08/08 07:13,2024,8,8,7,13,木,その他,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,施設なし,交差点－小（5.5m未満）－小,カーブ・屈折－右－下り,交差点内,規制なし,中央線－ペイント,区分あり－路側帯,車両単独,二輪車－自動二輪－原付二種－51～125cc,相手なし,自家用,対象外当事者,対象外当事者,対象外当事者,55～64歳,不明,負傷,対象外当事者,規制なし,対象外当事者,指定の速度規制なし等,対象外当事者,小破,対象外当事者,対象外当事者,対象外当事者,34.0983933,135.2840808
2024,和歌山,有田市,108,32,負傷,0,1,2024/10/03 10:15,2024,10,3,10,15,木,その他,昼－昼,雨,市街地－その他,舗装－湿潤,交差点－その他,点灯－３灯式,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－防護柵等,車両相互,貨物車－普通車,貨物車－普通車,自家用,自家用,貨物車,貨物車,45～54歳,25～34歳,損傷なし,負傷,規制なし,規制なし,50㎞／ｈ以下,50㎞／ｈ以下,中破,中破,装備あり 作動,装備あり 作動,34.0796,135.1292892
2024,和歌山,有田市,108,33,負傷,0,1,2024/09/09 23:40,2024,9,9,23,40,月,その他,夜－夜,晴,市街地－その他,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－防護柵等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,55～64歳,25～34歳,損傷なし,負傷,規制なし,規制なし,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,34.0778658,135.15455
2024,和歌山,有田川町,108,34,負傷,0,1,2024/10/07 14:40,2024,10,7,14,40,月,その他,昼－昼,曇,市街地－その他,舗装－乾燥,交差点付近－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,貨物車－普通車,自家用,自家用,乗用車,貨物車,0～24歳,55～64歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,34.0561192,135.1943481
2024,和歌山,広川町,108,35,負傷,0,1,2024/09/23 10:07,2024,9,23,10,7,月,当日,昼－昼,晴,非市街地,舗装－乾燥,交差点付近－その他,施設なし,単路－5.5m以上,カーブ・屈折－右－下り,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,乗用車－普通車,二輪車－自動二輪－軽二輪－126～250cc,自家用,自家用,乗用車,対象外当事者,35～44歳,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,対象外当事者,34.0074092,135.1577272
2024,和歌山,有田市,108,36,負傷,0,2,2024/10/14 19:25,2024,10,14,19,25,月,当日,夜－夜,晴,市街地－その他,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,乗用車－軽自動車,軽車両－自転車,自家用,自転車,乗用車,対象外当事者,65～74歳,0～24歳,損傷なし,負傷,標準－反射式,規制なし,指定の速度規制なし等,対象外当事者,小破,中破,その他,対象外当事者,34.0734103,135.1711575
2024,和歌山,御坊市,109,44,負傷,0,2,2024/09/27 12:32,2024,9,27,12,32,金,その他,昼－昼,曇,市街地－人口集中,舗装－湿潤,一般交通の場所,施設なし,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,35～44歳,35～44歳,負傷,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,33.8966656,135.1542947
2024,和歌山,印南町,109,45,負傷,0,1,2024/08/27 14:50,2024,8,27,14,50,火,その他,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,55～64歳,45～54歳,負傷,損傷なし,規制なし,規制なし,50㎞／ｈ以下,50㎞／ｈ以下,中破,中破,装備あり 作動,装備あり 作動,33.8434378,135.2269575
2024,和歌山,御坊市,109,46,負傷,0,1,2024/10/27 11:10,2024,10,27,11,10,日,その他,昼－昼,晴,市街地－その他,舗装－乾燥,一般交通の場所,施設なし,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,人対車両,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,75歳以上,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,小破,対象外当事者,その他,対象外当事者,33.8897633,135.1708853
2024,和歌山,田辺市,110,84,負傷,0,1,2024/10/07 14:12,2024,10,7,14,12,月,その他,昼－昼,晴,非市街地,舗装－乾燥,交差点付近－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－路側帯,人対車両,貨物車－軽自動車,歩行者,自家用,対象外当事者,貨物車,対象外当事者,75歳以上,0～24歳,損傷なし,負傷,対象外当事者,対象外当事者,40㎞／ｈ以下,対象外当事者,小破,対象外当事者,その他,対象外当事者,33.7788617,135.3560358
2024,和歌山,田辺市,110,85,負傷,0,1,2024/10/13 12:25,2024,10,13,12,25,日,前日,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,35～44歳,55～64歳,負傷,損傷なし,標準－反射式,標準－反射式,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,33.69102,135.3878728
2024,和歌山,田辺市,110,86,負傷,0,1,2024/10/14 15:40,2024,10,14,15,40,月,当日,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,二輪車－自動二輪－原付二種－51～125cc,自家用,自家用,乗用車,対象外当事者,65～74歳,65～74歳,損傷なし,負傷,規制なし,規制なし,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,対象外当事者,33.7334283,135.3947139
2024,和歌山,田辺市,110,87,負傷,0,1,2024/10/16 17:07,2024,10,16,17,7,水,その他,昼－暮,曇,非市街地,舗装－湿潤,単路－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,貨物車－大型車,二輪車－一般原付自転車,事業用,自家用,貨物車,対象外当事者,65～74歳,25～34歳,損傷なし,負傷,対象外当事者,対象外当事者,40㎞／ｈ以下,30㎞／ｈ以下,損壊なし,小破,その他,対象外当事者,33.7589475,135.3565014
2024,和歌山,田辺市,110,88,負傷,0,2,2024/10/12 08:10,2024,10,12,8,10,土,その他,昼－昼,晴,非市街地,舗装－乾燥,交差点付近－その他,施設なし,単路－13.0m以上,直線－上り,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,25～34歳,35～44歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,33.7466889,135.3663419
2024,和歌山,田辺市,110,89,負傷,0,1,2024/10/01 09:22,2024,10,1,9,22,火,その他,昼－昼,晴,非市街地,舗装－乾燥,単路－カーブ・屈折,施設なし,単路－3.5m以上,カーブ・屈折－左－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両単独,二輪車－自動二輪－小型二輪－751ｃｃ以上,相手なし,自家用,対象外当事者,対象外当事者,対象外当事者,55～64歳,不明,負傷,対象外当事者,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,大破,対象外当事者,対象外当事者,対象外当事者,33.9207131,135.4340044
2024,和歌山,田辺市,110,90,負傷,0,2,2024/10/25 15:55,2024,10,25,15,55,金,その他,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,施設なし,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,貨物車－中型車,乗用車－軽自動車,事業用,自家用,貨物車,乗用車,0～24歳,25～34歳,負傷,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,33.7286278,135.4007978
2024,和歌山,串本町,112,42,負傷,0,1,2024/09/17 10:00,2024,9,17,10,0,火,その他,昼－昼,晴,市街地－その他,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,人対車両,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,75歳以上,65～74歳,損傷なし,負傷,規制なし,対象外当事者,50㎞／ｈ以下,対象外当事者,小破,対象外当事者,その他,対象外当事者,33.4751489,135.7828156
2024,和歌山,新宮市,112,43,負傷,0,1,2024/09/28 13:50,2024,9,28,13,50,土,その他,昼－昼,曇,市街地－人口集中,舗装－湿潤,交差点付近－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,二輪車－自動二輪－軽二輪－126～250cc,自家用,自家用,乗用車,対象外当事者,55～64歳,0～24歳,負傷,損傷なし,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,対象外当事者,33.721435,135.9865983
2024,和歌山,那智勝浦町,112,44,負傷,0,1,2024/09/09 21:23,2024,9,9,21,23,月,その他,夜－夜,雨,非市街地,舗装－湿潤,単路－その他,施設なし,単路－5.5m以上,直線－上り,単路（交差点付近を含む）,規制なし,中央分離帯,区分なし,車両相互,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,75歳以上,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,40㎞／ｈ以下,40㎞／ｈ以下,小破,小破,その他,その他,33.5904947,135.9151558
2024,和歌山,太地町,112,45,負傷,0,1,2024/09/24 10:55,2024,9,24,10,55,火,その他,昼－昼,晴,非市街地,舗装－乾燥,一般交通の場所,施設なし,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,車両相互,乗用車－普通車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,65～74歳,55～64歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,33.5922675,135.9336197
2024,和歌山,新宮市,112,46,負傷,0,3,2024/10/02 14:30,2024,10,2,14,30,水,その他,昼－昼,晴,市街地－その他,舗装－乾燥,単路－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,55～64歳,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,33.6900211,135.9849122
